FECHA	HORA	SO2	CO	NO	NO2	NOx	O3	Veloc.	Direc.	Temp.	H.Rel.	Pres.	R.Sol.	Precip.
		µg/m³	mg/m³	µg/m³	µg/m³	µg/m³	µg/m³	m/s	grados	°C	% H.R.	mb	W/m²	l/m²
11/10/2016	02	3	0.1				32	0.1	250	19.1	90	1008	2	0
11/10/2016	03	3	0.1				22	0.1	196	18.6	92	1007	2	0
11/10/2016	04	3	0.1				10	0.1	241	17.9	93	1007	2	0
11/10/2016	05	3	0.1				8	0.1	178	17.1	95	1007	2	0
11/10/2016	06	3	0.2				4	0.1	255	16.3		1007	2	0
11/10/2016	07	3	0.2				2	0.2	195	16.1		1007	10	0
11/10/2016	08	3	0.2				10	0.9	223	18.2	94	1007	105	0
11/10/2016	09	3	0.2				34	0.6	212	21.3	74	1007	389	0
11/10/2016	10	3	0.2				61	0.5	223	23.7	52	1006	561	0
11/10/2016	11	4	0.1				79	0.5	199	25.9	43	1006	683	0
11/10/2016	12	4	0.2				98	0.2	173	27.6	37	1005	738	0
11/10/2016	13	3	0.2				107	0.2	112	28.9	34	1004	735	0
11/10/2016	14	3	0.2				116	0.6	9	29.5	35	1003	580	0
11/10/2016	15	3	0.2				120	2.6	61	27.3	50	1002	513	0
11/10/2016	16	3	0.2				115	0.8	118	27.4	50	1001	270	0
11/10/2016	17	3	0.2				104	0.6	65	25.1	62	1001	75	0
11/10/2016	18	3	0.2				90	2.4	59	21.8	85	1002	2	0
11/10/2016	19	3	0.2				90	3.5	47	21.2	89	1003	2	0
11/10/2016	20	3	0.1				96	2.3	38	21.3	85	1004	2	0
11/10/2016	21	3	0.3				90	2.2	44	21.2	82	1005	2	0
11/10/2016	22	3	0.2				91	1.1	35	20.7	81	1005	2	0
11/10/2016	23	3	0.2				85	0.5	29	20	82	1005	2	0
12/10/2016	00	3	0.2				69	0.1	359	19.8	83	1004	2	0
12/10/2016	01	3	0.2				59	0.1	1	19.3	83	1004	2	0
12/10/2016	02	3	0.2				52	0.1	345	18.3	83	1003	2	0
12/10/2016	03	3	0.2				47	0.1	322	17.7	82	1002	2	0
12/10/2016	04	3	0.2				39	0.1	229	17.9	83	1002	2	0
12/10/2016	05	3	0.2				42	0.1	239	18	83	1002	2	0
12/10/2016	06	3	0.2				30	0.1	219	18.1	84	1001	2	0
12/10/2016	07	3	0.3				35	0.1	255	18.5	83	1002	6	0
12/10/2016	08	3	0.2				40	0.1	232	19	82	1002	18	0
12/10/2016	09	3	0.1				65	0.1	219	22.6	69	1002	369	0
12/10/2016	10	3	0.1				94	0.2	339	23.2	65	1002	303	0
12/10/2016	11	4	0.1				99	0.2	117	24	62	1001	400	0
12/10/2016	12	4	0.1				92	0.2	327	24.3	57	1001	281	0
12/10/2016	13	4	0.1				88	0.4	328	24.1	55	1000	253	0
12/10/2016	14	4	0.1				82	0.1	351	23.4	58	999	133	0
12/10/2016	15	4	0.1				79	0.2	356	22.9	61	998	148	0
12/10/2016	16	3	0.1				73	0.5	17	21.7	68	998	24	0
12/10/2016	17	3	0.1				81	0.3	40	21.3	77	998	3	0
12/10/2016	18	3	0.1				71	0.1	65	20.9	80	998	2	0
12/10/2016	19	3	0.1				53	0.1	198	20.3	78	998	2	0
12/10/2016	20	3	0.1				51	0.4	234	19.4	76	998	2	0
12/10/2016	21	3	0.1				36	0.2	241	18.5	84	998	2	0
12/10/2016	22	3	0.2				22	0.1	26	17.9	91	997	2	0
12/10/2016	23	3	0.2				32	0.1	14	18	92	998	2	0.2
13/10/2016	00	3	0.2				29	0.1	18	17.8	93	997	2	0
13/10/2016	01	3	0.1				28	0.2	232	17.7	93	996	2	0
13/10/2016	02	3	0.1				18	0.1	246	17.3		996	2	0
13/10/2016	03	3	0.2				15	0.2	231	17.1		995	2	0
13/10/2016	04	3	0.1				19	0.6	226	16.9		995	2	0
13/10/2016	05	3	0.1				27	0.3	231	16.7	93	995	2	0.2
13/10/2016	06	3	0.1				15	0.3	250	16.6	93	994	2	0.2
13/10/2016	07	3	0.1				14	0.6	244	16.6		994	2	0.2
13/10/2016	08	3	0.1				24	0.5	220	17.2		994	27	0.4
13/10/2016	09	3	0.1				28	0.6	230	17.9	91	995	43	0.2
13/10/2016	10	3	0.1				32	0.8	231	18.2	89	995	73	0.3
13/10/2016	11	3	0.1				39	0.6	218	18.7	89	995	136	0.2
13/10/2016	12	3	0.1				43	0.9	218	20	83	995	236	0
13/10/2016	13	3	0.1				49	0.7	218	20.4	78	995	179	0
13/10/2016	14	3	0.1				58	0.2	203	21.3	71	994	225	0
13/10/2016	15	3	0.1				60	0.5	231	20.6	73	994	94	0.7
13/10/2016	16	3	0.1				51	0.4	144	17	89	994	16	0.5
13/10/2016	17	3	0.1				38	0.5	212	17.2		994	7	0
13/10/2016	18	3	0.1				27	0.3	217	17.3		994	2	0
13/10/2016	19	3	0.1				17	0.1	147	16.9		995	2	0
13/10/2016	20	3	0.1				18	0.4	235	16.2	91	995	2	0
13/10/2016	21	3	0.1				33	1.4	234	15.6	88	996	2	0
13/10/2016	22	3	0.1				39	1.4	217	15.3	85	996	2	0
13/10/2016	23	3	0.1				34	0.6	199	14.8	87	996	2	0
14/10/2016	00	3	0.1				39	0.4	204	14.9	85	996	2	0
14/10/2016	01	3	0.1				42	1	224	15.4	83	996	2	0
14/10/2016	02	3	0.1				41	0.5	208	15.5	82	996	2	0
14/10/2016	03	3	0.1				44	0.6	218	15.6	81	995	2	0
14/10/2016	04	3	0.1				44	0.4	196	16.1	79	995	2	0
14/10/2016	05	3	0.2				43	1.2	230	16.4	79	996	2	0
14/10/2016	06	3	0.1				46	2.3	247	17	77	996	2	0
14/10/2016	07	3	0.1				42	1.6	239	17.2	75	996	6	0
14/10/2016	08	3	0.1				47	1.4	253	18.6	72	997	80	0
14/10/2016	09	3	0.1				52	0.7	245	21	64	998	344	0
14/10/2016	10	3	0.1				57	0.8	239	21.8	61	998	280	0
14/10/2016	11	3	0.1				60	0.7	244	22.9	58	999	396	0
14/10/2016	12	3	0.1				68	2.8	254	24.6	51	999	731	0
14/10/2016	13	4	0.1				74	3.1	251	24.5	49	999	570	0
14/10/2016	14	4	0.1				78	2.5	255	25.4	46	998	513	0
14/10/2016	15	4	0.1				80	1.5	256	25.1	46	998	306	0
14/10/2016	16	3	0.1				82	1.8	257	24	48	999	98	0
14/10/2016	17	3	0.1				83	1.6	256	24.4	45	999	79	0
14/10/2016	18	3	0.1				76	0.5	241	22	51	1000	2	0
14/10/2016	19	3	0.1				60	0.5	230	20	60	1001	2	0
14/10/2016	20	3	0.1				51	0.6	233	18.7	66	1002	2	0
14/10/2016	21	3	0.1				39	0.7	224	17.9	71	1003	2	0
14/10/2016	22	3	0.1				51	1	233	17.9	70	1004	2	0
14/10/2016	23	3	0.1				47	0.5	225	17.3	72	1005	2	0
15/10/2016	00	3	0.1				47	0.4	230	16.8	73	1005	2	0
15/10/2016	01	3	0.1				44	0.5	240	16	75	1006	2	0
15/10/2016	02	3	0.1				38	0.5	233	14.9	80	1006	2	0
15/10/2016	03	3	0.1				41	0.9	228	14.6	79	1006	2	0
15/10/2016	04	3	0.1				44	1.2	227	14.5	77	1006	2	0
15/10/2016	05	3	0.1				39	0.9	229	13.7	80	1007	2	0
15/10/2016	06	3	0.1				29	0.4	222	13	83	1007	2	0
15/10/2016	07	3	0.2				31	0.6	220	13.4	80	1008	3	0
15/10/2016	08	3	0.1				38	0.9	215	15.7	73	1009	102	0
15/10/2016	09	3	0.2				49	1.2	220	18.5	64	1009	358	0
15/10/2016	10	3	0.2				64	0.7	217	21.6	55	1009	550	0
15/10/2016	11	3	0.1				82	0.3	207	23.9	48	1009	667	0
15/10/2016	12	3	0.1				91	0.2	213	25.5	42	1009	736	0
15/10/2016	13	3	0.1				98	0.4	217	26.8	36	1008	725	0
15/10/2016	14	3	0.1				105	0.4	173	27.5	35	1008	570	0
15/10/2016	15	3	0.1				104	1.8	85	26	45	1008	496	0
15/10/2016	16	3	0.1				101	2	70	24.7	53	1008	269	0
15/10/2016	17	3	0.1				97	1.2	56	23.3	62	1008	67	0
15/10/2016	18	3	0.2				77	0.3	345	20.4	77	1008	2	0
15/10/2016	19	3	0.1				40	0.1	313	18	87	1009	2	0
15/10/2016	20	3	0.2				14	0.1	294	16.9		1009	2	0
15/10/2016	21	3	0.2				21	0.1	238	16.2		1010	2	0
15/10/2016	22	3	0.2				22	0.1	249	15.9		1010	2	0
15/10/2016	23	3	0.2				11	0.1	226	14.8		1011	2	0
16/10/2016	00	3	0.2				30	0.3	222	14.6		1011	2	0
16/10/2016	01	3	0.1				37	0.1	243	14.2	82	1011	2	0
16/10/2016	02	3	0.1				39	0.2	247	13.6	83	1011	2	0
16/10/2016	03	3	0.3				37	0.4	239	13.1	85	1011	2	0
16/10/2016	04	3	0.1				40	0.4	229	13	84	1011	2	0
16/10/2016	05	3	0.2				41	0.6	223	13.1	83	1011	2	0
16/10/2016	06	3	0.2				37	0.5	229	13	81	1012	2	0
16/10/2016	07	3	0.2				38	0.5	227	12.9	82	1012	4	0
16/10/2016	08	3	0.2				44	0.4	215	15.3	75	1012	103	0
16/10/2016	09	4	0.2				53	0.7	220	18.2	71	1013	300	0
16/10/2016	10	4	0.2				65	0.3	204	20.8	66	1013	479	0
16/10/2016	11	6	0.2				84	0.2	80	23.3	64	1013	599	0
16/10/2016	12	6	0.2				95	0.5	48	24.4	62	1013	664	0
16/10/2016	13	6	0.2				102	2.3	51	24.5	65	1012	634	0
16/10/2016	14	5	0.2				104	3	63	24.5	67	1011	501	0
16/10/2016	15	5	0.1				102	3.2	64	24.1	66	1011	394	0
16/10/2016	16	7	0.1				101	2.9	64	23.4	71	1011	228	0
16/10/2016	17	6	0.1				99	2.5	57	22.4	76	1012	46	0
16/10/2016	18	6	0.1				86	1.1	37	21	81	1012	2	0
16/10/2016	19	5	0.1				53	0.2	2	19.1	86	1013	2	0
16/10/2016	20	3	0.2				26	0.1	356	17.9	90	1013	2	0
16/10/2016	21	3	0.1				22	0.1	0	18.1	91	1014	2	0
16/10/2016	22	3	0.1				12	0.1	216	17.3		1014	2	0
16/10/2016	23	3	0.1				20	0.1	235	17.8		1014	2	0
17/10/2016	00	3	0.2				27	0.1	226	18.2		1014	2	0
17/10/2016	01	3	0.1				26	0.2	234	18.3	92	1014	2	0
17/10/2016	02	3	0.1				27	0.2	217	18.1	92	1014	2	0
17/10/2016	03	3	0.1				32	0.2	241	17.3	93	1014	2	0
17/10/2016	04	3	0.1				19	0.1	238	16.7	94	1014	2	0
17/10/2016	05	3	0.2				18	0.1	249	16.5	95	1014	2	0
17/10/2016	06	3	0.1				7	0.1	242	16.5	95	1014	2	0
17/10/2016	07	3	0.2				7	0.1	243	17.1	95	1014	5	0
17/10/2016	08	3	0.2				7	0.2	261	18.1	94	1015	65	0
17/10/2016	09	3	0.1				22	0.1	237	20.4	87	1016	219	0
17/10/2016	10	4	0.1				48	0.4	220	23.1	75	1016	461	0
17/10/2016	11	5	0.1				80	0.4	220	24.7	66	1016	549	0
17/10/2016	12	5	0.1				92	0.3	126	25.7	61	1015	592	0
17/10/2016	13	4	0.1				103	0.2	184	26.9	57	1014	620	0
17/10/2016	14	3	0.1				106	0.3	82	27.7	54	1014	516	0
17/10/2016	15	4	0.3				137	1.1	57	27.4	56	1013	384	0
17/10/2016	16	4	0.6				142	1.9	56	25.3	66	1013	87	0
17/10/2016	17	4	0.4				104	2.7	55	23.8	73	1013	44	0
17/10/2016	18	4	0.3				79	2.6	44	22.3	79	1015	2	0
17/10/2016	19	4	0.4				58	0.7	24	21.5	84	1015	2	0
17/10/2016	20	3	0.3				34	0.2	354	20.4	90	1016	2	0
17/10/2016	21	3	0.3				31	0.1	345	20.3	92	1016	2	0
17/10/2016	22	3	0.2				19	0.1	264	20.4	92	1016	2	0
17/10/2016	23	3	0.2				14	0.1	222	19.9	94	1016	2	0
18/10/2016	00	3	0.2				17	0.1	242	19.8	95	1016	2	0.2
18/10/2016	01	3	0.2				17	0.1	246	19.7	96	1016	2	0.2
18/10/2016	02	3	0.2				11	0.1	201	19.5	97	1016	2	0.2
18/10/2016	03	3	0.2				4	0.1	309	19.2	98	1016	2	0
18/10/2016	04	3	0.2				5	0.1	236	19.1	98	1016	2	0
18/10/2016	05	3	0.2				6	0.1	230	18.9	99	1016	2	0
18/10/2016	06	3	0.2				4	0.1	236	18.9	99	1016	2	0
18/10/2016	07	3	0.2				35	2.1	16	18.3	98	1017	2	3.3
18/10/2016	08	3	0.1				42	0.5	32	17.9	98	1018	2	1.4
18/10/2016	09	3	0.2				43	0.3	15	17.8	99	1019	3	1
18/10/2016	10	3	0.2				46	0.1	317	18.3	99	1019	54	0.3
18/10/2016	11	3	0.2				61	0.2	302	19.3	98	1019	158	0
18/10/2016	12	3	0.2				68	0.6	235	20.6	92	1019	283	0
18/10/2016	13	3	0.2				75	0.5	226	21.4	84	1018	215	0
18/10/2016	14	3	0.2				74	0.1	269	21.5	83	1017	96	0
18/10/2016	15	3	0.2				71	0.1	173	21.6	83	1017	82	0
18/10/2016	16	3	0.2				65	0.1	113	21.5	83	1017	58	0
18/10/2016	17	3	0.3				49	0.3	45	20.9	87	1017	5	0
18/10/2016	18	3	0.3				47	0.4	53	20.3	89	1017	2	0
18/10/2016	19	3	0.3				45	0.2	36	19.8	89	1017	2	0
18/10/2016	20	3	0.3				33	0.1	9	19.6	91	1017	2	0
18/10/2016	21	3	0.2				23	0.1	173	19.3	92	1017	2	0
18/10/2016	22	3	0.2				13	0.1	291	19.1	94	1018	2	0
18/10/2016	23	3	0.2				7	0.1	242	18.9	96	1018	2	0.5
19/10/2016	00	3	0.2				10	0.1	238	18.7	97	1017	2	1.1
19/10/2016	01	3	0.2				20	0.2	237	18.3	98	1017	2	0.2
19/10/2016	02	3	0.2				21	0.1	193	18.2	99	1017	2	0.2
19/10/2016	03	3	0.2				23		234	18	99	1016	2	0.2
19/10/2016	04	3	0.2				21	0.2	235	17.8	100	1016	2	0.3
19/10/2016	05	3	0.2				18	0.2	229	17.8	100	1015	2	0.4
19/10/2016	06	3	0.2				17	0.3	231	17.8	100	1015	2	1
19/10/2016	07	3	0.2				15	0.2	235	17.7	100	1015	2	0.2
19/10/2016	08	3	0.2				14	0.1	200	18	100	1016	5	0
19/10/2016	09	3	0.1				27	0.2	213	18.7	99	1016	98	0
19/10/2016	10	3	0.1				52	0.2	226	20.7	93	1015	311	0
19/10/2016	11	3	0.1				63	0.1	189	21.5	83	1015	247	0
19/10/2016	12	4	0.1				67	0.1	72	22.2	79	1014	254	0
19/10/2016	13	4	0.1				72	0.2	54	22.6	78	1013	315	0
19/10/2016	14	4	0.1				76	0.3	51	23	75	1012	254	0
19/10/2016	15	4	0.2				74	0.5	43	22.4	78	1012	138	0
19/10/2016	16	4	0.1				65	0.1	95	22	80	1011	41	0
19/10/2016	17	3	0.2				51	0.3	53	20.9	86	1011	2	0
19/10/2016	18	3	0.2				40	0.1	13	20.1	91	1011	2	0
19/10/2016	19	3	0.2				22	0.1	340	19.5	94	1011	2	0
19/10/2016	20	3	0.2				17	0.1	303	19.2	96	1011	2	0
19/10/2016	21	3	0.3				8	0.1	255	18.9	97	1011	2	0
19/10/2016	22	4	0.3				3	0.1	249	18.8	98	1011	2	0
19/10/2016	23	3	0.3				2	0.1	250	18.7	98	1011	2	0
20/10/2016	00	3	0.3				2	0.1	247	18.7	99	1010	2	0
20/10/2016	01	4	0.2				3	0.1	243	18.6	99	1010	2	0
20/10/2016	02	4	0.2				4	0.1	136	18.5	99	1009	2	0
20/10/2016	03	4	0.3				3	0.1	276	18.4	100	1009	2	0
20/10/2016	04	4	0.3				2	0.1	348	18.2	100	1009	2	0
20/10/2016	05	3	0.2				4	0.1	348	18.1	100	1009	2	0
20/10/2016	06	3	0.3				2	0.1	360	17.7	100	1009	2	0.2
20/10/2016	07	3	0.3				2	0.1	1	17.6	100	1009	2	0
20/10/2016	08	3	0.2				2	0.1	277	18.2	100	1009	4	0
20/10/2016	09	3	0.2				4	0.1	317	18.3	99	1010	12	1.2
20/10/2016	10	3	0.2				20	0.1	295	18.1	99	1010	23	0.9
20/10/2016	11	3	0.2				25	0.5	12	18.7	99	1009	171	
20/10/2016	12	3	0.2				23	0.6	13	19.2	96	1009	116	
20/10/2016	13	3	0.2				34	1	36	18.2	96	1008	54	
20/10/2016	14	3	0.2				44	0.5	43	17.8	94	1008	21	
20/10/2016	15	3	0.2				44	0.1	98	17.6	95	1008	3	
20/10/2016	16	3	0.2				42	0.1	118	17.4	96	1007	3	
20/10/2016	17	3	0.2				38	0.1	131	17.6	97	1007	2	
20/10/2016	18	3	0.2				27	0.1	286	17.3	97	1007	2	
20/10/2016	19	3	0.2				17	0.1	243	17.2	98	1007	2	
20/10/2016	20	3	0.2				6	0.1	222	17.1	99	1007	2	
20/10/2016	21	4	0.2				10		227	17.1	99	1007	2	
20/10/2016	22	4	0.2				12		226	16.5	100	1008	2	
20/10/2016	23	4	0.2				11	0.2	246	16.2	100	1008	2	
21/10/2016	00	4	0.2				12	0.1	238	16.4	100	1008	2	
21/10/2016	01	4	0.2				13	0.1	246	16.6	100	1008	2	
21/10/2016	02	5	0.2				8	0.1	256	16.7	100	1007	2	
21/10/2016	03	5	0.2				6	0.3	245	16.6	100	1007	2	
21/10/2016	04	5	0.2				2	0.2	211	16.5	100	1007	2	
21/10/2016	05	4	0.2				2	0.2	248	16.4	100	1007	2	
21/10/2016	06	4	0.2				2	0.3	238	16.4	100	1007	2	
21/10/2016	07	4	0.2				2	0.2	278	16.4	100	1007	2	
21/10/2016	08	3	0.2				2	0.2	249	16.8	99	1008	25	
21/10/2016	09	3	0.2				4	0.3	226	17.3	98	1009	30	
21/10/2016	10	3	0.3				2	0.3	336	17.4	98	1009	15	
21/10/2016	11	3	0.3				5	0.3	322	17.4	98	1009	18	
21/10/2016	12	3	0.2				34	0.6	335	17.6	98	1009	92	
21/10/2016	13	3	0.2				26	0.7	337	17.9	96	1009	75	
21/10/2016	14	3	0.2				26	0.7	6	17.4	93	1008	13	
21/10/2016	15	3	0.2				23	0.3	346	17.6	92	1008	11	
21/10/2016	16	3	0.2				25	0.4	337	17.9	92	1008	14	
21/10/2016	17	3	0.2				25	0.4	346	18	91	1008	8	
21/10/2016	18	3	0.2				19	0.4	251	17.7	92	1008	2	
21/10/2016	19	3	0.2				10	0.4	243	17.4	94	1008	2	
21/10/2016	20	3	0.2				3	0.4	240	17.3	95	1008	2	
21/10/2016	21	3	0.2				4	0.4	243	17.2	96	1008	2	
21/10/2016	22	3	0.2				6	0.3	240	17.3	96	1008	2	
21/10/2016	23	3	0.2				10	0.4	223	17.1	96	1008	2	
22/10/2016	00	3	0.2				13	0.3	243	16.7	97	1007	2	
22/10/2016	01	3	0.2				9	0.3	235	16.8	98	1007	2	
22/10/2016	02	3	0.1				10	0.3	226	16.8	98	1006	2	
22/10/2016	03	3	0.1				9	0.3	240	16.8	98	1006	2	
22/10/2016	04	3	0.2				8	0.3	274	16.7	99	1006	2	
22/10/2016	05	3	0.1				17	0.4	48	16.4	99	1006	2	
22/10/2016	06	3	0.1				9	0.3	265	16.1	98	1006	2	
22/10/2016	07	3	0.1				3	0.3	242	16.3	99	1006	6	
22/10/2016	08	3	0.1				7	0.7	195	17.1	99	1006	66	
22/10/2016	09	3	0.1				29	0.6	206	18.4	95	1006	155	
22/10/2016	10	3	0.1				38	0.6	207	18.4	92	1006	123	
22/10/2016	11	3	0.1				44	0.6	169	19.5	87	1006	308	
22/10/2016	12	3	0.1				46	0.3	310	21.2	82	1005	480	
22/10/2016	13	3	0.2				51	0.5	22	22	82	1004	402	
22/10/2016	14	3	0.1				70	1.8	46	22.7	80	1003	379	
22/10/2016	15	4	0.1				73	2.5	48	22.7	81	1003	387	
22/10/2016	16	4	0.1				72	2.4	48	22	85	1003	172	
22/10/2016	17	3	0.1				71	1.8	40	21.2	88	1003	51	
22/10/2016	18	3	0.1				68	1.2	40	20.3	91	1004	2	
22/10/2016	19	3	0.1				49	0.6	37	19.5	93	1004	2	
22/10/2016	20	3	0.2				25	0.1	331	18.8	96	1004	2	
22/10/2016	21	3	0.2				22	0.1	272	19	96	1004	2	
22/10/2016	22	3	0.2				10	0.1	244	19.1	96	1005	2	
22/10/2016	23	3	0.2				14	0.1	219	19.1	96	1004	2	
23/10/2016	00	3	0.2				7	1.4	284	18.9	98	1004	2	
23/10/2016	01	3	0.2				9	0.4	274	18.8	98	1004	2	
23/10/2016	02	3	0.2				6	0.3	246	18.2	99	1003	2	
23/10/2016	03	3	0.2				15	0.5	208	18.3	99	1003	2	
23/10/2016	04	3	0.2				9	0.8	183	17.6	99	1003	2	
23/10/2016	05	3	0.2				4	1	222	16.5	100	1002	2	
23/10/2016	06	3	0.2				7	0.8	199	16.2	100	1003	2	
23/10/2016	07	3	0.2				10	1.9	183	16.3		1003	3	
23/10/2016	08	3	0.2				11	1	228	16.8		1004	66	
23/10/2016	09	3	0.1				21	0.5	229	19.5	96	1004	240	
23/10/2016	10	4	0.1				30	0.1	258	22.3	81	1004	408	
23/10/2016	11	5	0.1				48	0.2	104	24.9	66	1003	549	
23/10/2016	12	4	0.2				60	2.1	56	25.3	70	1003	618	
23/10/2016	13	3	0.2				66	3.1	55	25.2	72	1002	622	
23/10/2016	14	3	0.3				72	3.7	55	25.2	72	1001	393	
23/10/2016	15	3	0.2				73	3	56	25.2	70	1001	376	
23/10/2016	16	4	0.2				71	2.8	51	24.3	73	1001	166	
23/10/2016	17	5	0.2				61	0.6	39	22.8	84	1001	11	
23/10/2016	18	5	0.2				37	0.2	344	21.3	91	1002	2	
23/10/2016	19	4	0.2				19	0.1	335	20.3	96	1002	2	
23/10/2016	20	3	0.2				8	0.1	234	19.4	97	1002	2	
23/10/2016	21	3	0.2				3	0.1	169	18.3	98	1003	2	
23/10/2016	22	3	0.2				4	0.1	300	17.5	99	1003	2	
23/10/2016	23	3	0.2				2	0.2	241	17	99	1004	2	
24/10/2016	00	3	0.3				4	0.2	215	16.8	99	1004	2	
24/10/2016	01	3	0.3	3	4	6	12	0.2	229	17.1	100	1004	2	
24/10/2016	02	3	0.2	3	4	6	10	0.3	231	16.7	100	1005	2	
24/10/2016	03	3	0.2	4	4	6	11	0.4	212	16.6	100	1004	2	
24/10/2016	04	3	0.2	4	4	6	14	0.8	229	16.8	98	1005	2	
24/10/2016	05	3	0.2	4	4	6	8	0.5	237	16.6	96	1005	2	
24/10/2016	06	3	0.2	4	4	8	21	0.7	205	16.1	94	1006	2	
24/10/2016	07	3	0.2	8	6	18	6	0.4	208	16.1	92	1006	2	
24/10/2016	08	3	0.2	8	4	15	6	0.4	235	16.5	92	1007	44	
24/10/2016	09	3	0.2	4	4	7	29	0.4	221	19.5	81	1007	214	
24/10/2016	10	3	0.1	3	4	6	45	0.1	214	21.3	70	1007	288	
24/10/2016	11	3	0.2	3	4	6	52	0.1	252	22.5	65	1007	317	
24/10/2016	12	3	0.2	2	4	6	57	0.1	359	24.2	62	1007	465	
24/10/2016	13	3	0.1	2	4	6	59	0.5	1	24.7	61	1007	432	
24/10/2016	14	3	0.2	2	4	6	63	1.1	32	24.9	60	1006	372	
24/10/2016	15	3	0.2	2	4	6	60	1.2	45	25.1	58	1006	374	
24/10/2016	16	4	0.4	3	8	12	78	0.9	53	23.9	64	1006	102	
24/10/2016	17	4	0.3	4	16	22	35	0.5	69	22.6	78	1007	10	
24/10/2016	18	3	0.3	4	18	23	19	0.2	48	21.2	85	1007	2	
24/10/2016	19	3	0.3	5	16	23	4	0.1	356	19.7	93	1008	2	
24/10/2016	20	3	0.4	6	9	19	4	0.3	348	19.4	96	1009	2	
24/10/2016	21	3	0.2	4	10	16	6	0.6	10	19.5	98	1010	3	
24/10/2016	22	3	0.1	5	12	20	3	0.3	3	19.1	99	1010	2	
24/10/2016	23	3	0.1	3	4	7	9	0.2	316	19	99	1010	2	
25/10/2016	00	3	0.1	3	4	7	5	0.3	220	19.1	99	1010	2	
25/10/2016	01	3	0.1	4	4	8	8	0.4	217	19.1	99	1011	2	
25/10/2016	02	3	0.1	4	4	6	9	0.4	251	19.1	99	1011	2	
25/10/2016	03	3	0.1	3	4	6	4	0.4	86	19	99	1010	2	
25/10/2016	04	3	0.1	3	4	6	3	0.4	290	19	99	1011	2	
25/10/2016	05	3	0.1	4	4	6	4	0.5	208	19.1	99	1012	2	
25/10/2016	06	3	0.1	5	4	10	2	0.5	17	18.9	99	1011	2	
25/10/2016	07	3	0.1	6	4	8	2	0.4	287	19	100	1012	2	
25/10/2016	08	3	0.1	9	4	13	2	0.4	270	19.1	100	1013	2	
25/10/2016	09	3	0.2	13	5	25	2	1.4	342	19.7	100	1014	13	
25/10/2016	10	3	0.2	9	6	20	4	0.5	12	20.4	99	1015	58	
25/10/2016	11	3	0.2	4	7	13	14	0.5	29	21.1	95	1015	90	
25/10/2016	12	3	0.2	7	11	20	16	0.7	39	22	89	1015	193	
25/10/2016	13	3	0.2	3	4	7	35	1.2	40	22.3	88	1014	102	
25/10/2016	14	3	0.2	2	4	6	39	0.9	41	22.1	91	1014	66	
25/10/2016	15	3	0.2	3	4	6	41	0.8	35	22.9	88	1014	101	
25/10/2016	16	3	0.1	2	6	9	34	0.2	79	23.1	86	1014	50	
25/10/2016	17	3	0.1	4	7	14	21	0.1	179	22.5	89	1014	11	
25/10/2016	18	3	0.1	4	9	15	9	0.1	211	21.5	93	1015	2	
25/10/2016	19	3	0.1	9	8	22	2	0.1	161	20.7	95	1015	2	
25/10/2016	20	3	0.1	9	5	18	2	0.1	242	20.1	97	1015	2	
25/10/2016	21	3	0.3	9	4	17	2	0.1	226	19.5	98	1016	2	
25/10/2016	22	3	0.3	4	4	6	4	0.2	221	19.5	98	1016	2	
25/10/2016	23	3	0.2	4	4	7	4	0.1	267	19.3	98	1016	2	
26/10/2016	00	4	0.3	4	4	6	2	0.1	248	18.6	99	1016	2	
26/10/2016	01	4	0.3	4	4	6	2	0.1	244	18.1	99	1016	2	
26/10/2016	02	3	0.3	3	4	6	2	0.1	229	18.2	99	1017	2	
26/10/2016	03	3	0.2	3	4	6	4	0.1	232	18.1	99	1016	2	
26/10/2016	04	3	0.2	5	4	6	2	0.3	239	17.6	99	1016	2	
26/10/2016	05	3	0.2	6	4	6	2	0.2	223	17.8	99	1016	2	
26/10/2016	06	3	0.2	8	4	10	2	0.2	225	17.9	99	1017	2	
26/10/2016	07	4	0.3	10	4	14	2	0.3	225	18.1	98	1018	2	
26/10/2016	08	3	0.3	10	4	15	2	0.2	218	18.6	97	1019	7	
26/10/2016	09	3	0.3	9	4	14	4	0.2	227	19.7	95	1019	91	
26/10/2016	10	3	0.3	6	4	8	14	0.2	225	21.8	86	1019	209	
26/10/2016	11	3	0.3	5	4	8	23	0.1	216	23.9	75	1020	393	
26/10/2016	12	3	0.2	3	4	6	48	0.1	248	26.6	63	1019	406	
26/10/2016	13	3	0.3	2	4	6	64	0.1	309	26.8	58	1018	249	
26/10/2016	14	3	0.3	3	4	7	58	0.1	30	26.3	61	1018	231	
26/10/2016	15	3	0.3	3	11	16	63	0.5	58	25.6	67	1018	125	
26/10/2016	16	3	0.4	3	25	30	34	0.5	51	24.4	72	1018	49	
26/10/2016	17	3	0.4	5	26	34	12	0.1	25	23	80	1019	12	
26/10/2016	18	3	0.3	5	25	33	5	0.1	8	21.3	85	1019	2	
26/10/2016	19	3	0.4	10	22	39	3	0.1	351	20.1	91	1019	2	
26/10/2016	20	3	0.4	12	17	35	2	0.1	21	19.3	95	1020	2	
26/10/2016	21	3	0.3	6	13	21	8	0.3	23	19.7	98	1021	2	
26/10/2016	22	3	0.3	4	11	17	6	0.1	354	19.9	99	1021	2	
