FECHA	HORA	Veloc.	Direc.	Temp.	H.Rel.	Pres.	R.Sol.	Precip.	PM2.5	O3	SO2	CO	NO	NO2	PM10	NOx
		m/s	grados	�C	% H.R.	mb	W/m�	l/m�	�g/m�	�g/m�	�g/m�	mg/m�	�g/m�	�g/m�	�g/m�	�g/m�
17/06/2018	14			33,4	37					112						
17/06/2018	15			34,9	33					110						
17/06/2018	16			34,1	33					123						
17/06/2018	17			32,8	35					111						
17/06/2018	18			32,2	38					101						
17/06/2018	19			27,2	52					90						
17/06/2018	20			24,9	57					91						
17/06/2018	21			23,3	64					87						
17/06/2018	22			22,6	71					83						
17/06/2018	23			21,7	78					76						
18/06/2018	00			21,1	78					62						
18/06/2018	01			20,3	82					58						
18/06/2018	02			19,7	85					47						
18/06/2018	03			19	87					47						
18/06/2018	04			18,7	87					44						
18/06/2018	05			17,8	87					35						
18/06/2018	06			18,9	82					31						
18/06/2018	07			22,4	70					45						
18/06/2018	08			25,9	54					75						
18/06/2018	09			27,6	46					92						
18/06/2018	10			28,5	40					109						
18/06/2018	11			30,6	34					107						
18/06/2018	12			31,7	30					106						
18/06/2018	13			33,2	27					110						
18/06/2018	14			33,8	25					110						
18/06/2018	15			34	24					110						
18/06/2018	16			33,2	28					108						
18/06/2018	17			32,4	29					108						
18/06/2018	18			31,9	29					106						
18/06/2018	19			30,4	33					104						
18/06/2018	20			25,7	40					94						
18/06/2018	21			23,9	48					95						
18/06/2018	22			22,6	53					83						
18/06/2018	23			21,8	54					71						
19/06/2018	00			20,3	61					69						
19/06/2018	01			19,1	64					66						
19/06/2018	02			18,3	67					54						
19/06/2018	03			17,2	75					47						
19/06/2018	04			16,6	75					46						
19/06/2018	05			16,9	74					48						
19/06/2018	06			18,5	71					42						
19/06/2018	07			21	62					43						
19/06/2018	08			23,3	53					71						
19/06/2018	09			26,7	41					94						
19/06/2018	10			29,6	36					101						
19/06/2018	11			30,9	32					98						
19/06/2018	12			32,3	34					112						
19/06/2018	13			32,2	38					113						
19/06/2018	14			32,5	34					104						
19/06/2018	15			32,7	32					98						
19/06/2018	16			32,7	32					102						
19/06/2018	17			32,4	30					104						
19/06/2018	18			31,6	31					101						
19/06/2018	19			29,7	36					100						
19/06/2018	20			26,1	46					90						
19/06/2018	21			24,4	51					83						
19/06/2018	22			23,5	57					78						
19/06/2018	23			22,5	68					76						
20/06/2018	00			21,9	70					77						
20/06/2018	01			20,9	74					67						
20/06/2018	02			19,6	80					60						
20/06/2018	03			18,5	80					50						
20/06/2018	04			18,2	80					51						
20/06/2018	05			17,8	87					43						
20/06/2018	06			18,6	82					36						
20/06/2018	07			21	63					55						
20/06/2018	08			25	49					73						
20/06/2018	09			28,3	38					86						
20/06/2018	10			30,6	31					107						
20/06/2018	11			32,3	30					107						
20/06/2018	12			33,3	31					114						
20/06/2018	13			33,1	33					112						
20/06/2018	14			33,2	32					114						
20/06/2018	15			33,4	29					112						
20/06/2018	16			33,2	29					108						
20/06/2018	17			32	31					104						
20/06/2018	18			31	31					105						
20/06/2018	19			29,3	35					100						
20/06/2018	20			25,3	46					91						
20/06/2018	21			23,1	52					84						
20/06/2018	22			22,1	58					86						
20/06/2018	23			21,2	66					86						
21/06/2018	00			20,3	70					69						
21/06/2018	01			19,1	73					68						
21/06/2018	02			19	73					71						
21/06/2018	03			17,6	79					50						
21/06/2018	04			17,1	82					44						
21/06/2018	05			17,1	80					46						
21/06/2018	06			18,6	74					52						
21/06/2018	07			19,9	70					53						
21/06/2018	08			24,5	60					78						
21/06/2018	09			26,6	51					95						
21/06/2018	10			29,3	42					117						
21/06/2018	11			32,1	32					116						
21/06/2018	12			33,9	25					126						
21/06/2018	13			35,4	24					125						
21/06/2018	14			35,4	24					127						
21/06/2018	15			35,4	24					124						
21/06/2018	16			35,2	24					125						
21/06/2018	17			34,8	25					127						
21/06/2018	18			33,3	28					133						
21/06/2018	19			31	36					127						
21/06/2018	20			27,3	47					117						
21/06/2018	21			24,9	53					102						
21/06/2018	22			23,6	58					92						
21/06/2018	23			22,3	62					80						
22/06/2018	00			21,2	64					74						
22/06/2018	01			20,5	67					72						
22/06/2018	02			19	72					52						
22/06/2018	03			18,7	74					57						
22/06/2018	04			18,4	75					55						
22/06/2018	05			17,3	80					37						
22/06/2018	06			19,1	74					43						
22/06/2018	07			22,7	60					53						
22/06/2018	08			26,3	49					85						
22/06/2018	09			29	40					108						
22/06/2018	10			32,3	30					118						
22/06/2018	11			34,9	23					130						
22/06/2018	12			36,5	21					131						
22/06/2018	13			37,8	20					125						
22/06/2018	14			36,8	24					139						
22/06/2018	15			36,4	25					137						
22/06/2018	16			36,5	22					134						
22/06/2018	17			36,2	24					136						
22/06/2018	18			35,3	25					128						
22/06/2018	19			33,9	27					122						
22/06/2018	20			29,9	34					108						
22/06/2018	21			28	42					97						
22/06/2018	22			26,6	49					110						
22/06/2018	23			25,6	54					103						
23/06/2018	00			24,4	60					92						
23/06/2018	01			23,2	64					73						
23/06/2018	02			22,1	70					70						
23/06/2018	03			21	73					54						
23/06/2018	04			20,3	76					54						
23/06/2018	05			19,7	77					48						
23/06/2018	06			20,7	70					49						
23/06/2018	07			23,4	58					68						
23/06/2018	08			26,7	54					88						
23/06/2018	09			28,4	48					113						
23/06/2018	10			29,7	44					122						
23/06/2018	11			33,1	35					128						
23/06/2018	12			35,2	32					136						
23/06/2018	13			36,1	32					137						
23/06/2018	14			36,3	29					128						
23/06/2018	15			37	28					124						
23/06/2018	16			38,8	24					123						
23/06/2018	17			37,1	28					125						
23/06/2018	18			31	44					117						
23/06/2018	19			27,6	59					102						
23/06/2018	20			25,3	68					103						
23/06/2018	21			24	75					103						
23/06/2018	22			23,1	80					103						
23/06/2018	23			22,8	81					103						
24/06/2018	00			22,6	81					102						
24/06/2018	01			21,9	83					83						
24/06/2018	02			21,6	83					79						
24/06/2018	03			21,8	82					77						
24/06/2018	04			21,2	85					66						
24/06/2018	05			20,5	88					53						
24/06/2018	06			20,6	87					53						
24/06/2018	07			22,8	79					66						
24/06/2018	08			25,2	70					93						
24/06/2018	09			27,8	59					98						
24/06/2018	10			29,6	52					108						
24/06/2018	11			32,4	41					104						
24/06/2018	12			34,3	38					108						
24/06/2018	13			34	40					113						
24/06/2018	14			32,9	41					119						
24/06/2018	15			32,9	45					116						
24/06/2018	16			32,7	46					112						
24/06/2018	17			31,6	44					116						
24/06/2018	18			30,6	45					120						
24/06/2018	19			28,2	54					117						
24/06/2018	20			25,6	65					114						
24/06/2018	21			24,1	72					105						
24/06/2018	22			23,6	78					102						
24/06/2018	23			22,9	79					91						
25/06/2018	00			22,5	81					86						
25/06/2018	01			21,8	83					72						
25/06/2018	02			21,4	85					72						
25/06/2018	03			20,6	86					51						
25/06/2018	04			20,5	87					57						
25/06/2018	05			20,1	89					42						
25/06/2018	06			21,3	84					39						
25/06/2018	07			23,9	76					72						
25/06/2018	08			27	62					96						
25/06/2018	09			29,1	51					105						
25/06/2018	10			31,5	41					111						
25/06/2018	11			33,9	34					112						
25/06/2018	12			35,1	34					122						
25/06/2018	13			35,8	35					125						
25/06/2018	14			35,3	36					127						
25/06/2018	15			36,3	34					129						
25/06/2018	16			37,2	32					126						
25/06/2018	17			37,9	29					124						
25/06/2018	18			34	35					116						
25/06/2018	19			29,1	50					105						
25/06/2018	20			26,1	64					96						
25/06/2018	21			24,6	73					91						
25/06/2018	22			23,6	78					92						
25/06/2018	23			23,1	80					92						
26/06/2018	00			22,9	79					94						
26/06/2018	01			22,7	79					94						
26/06/2018	02			22,2	81					79						
26/06/2018	03			22	81					69						
26/06/2018	04			21,7	82					66						
26/06/2018	05			21,7	81					55						
26/06/2018	06			22,4	80					50						
26/06/2018	07			23,6	75					80						
26/06/2018	08			25,3	67					96						
26/06/2018	09			27,7	56					104						
26/06/2018	10			29,7	47					112						
26/06/2018	11			33,1	36											
26/06/2018	12			33,9	35											
26/06/2018	13			34,8	31					128						
26/06/2018	14			36,3	27					127						
26/06/2018	15			37,3	25					133						
26/06/2018	16			38,1	22					130						
26/06/2018	17			36,9	24					126						
26/06/2018	18			31,2	35					125						
26/06/2018	19			27,4	54					104						
26/06/2018	20			25,2	68					105						
26/06/2018	21			24,2	73					105						
26/06/2018	22			24	74					101						
26/06/2018	23			23,4	75					103						
27/06/2018	00			22,8	78					94						
27/06/2018	01			22,3	79					72						
27/06/2018	02			21,4	82					68						
27/06/2018	03			20,8	82					59						
27/06/2018	04			20,7	84					63						
27/06/2018	05			20,2	83					57						
27/06/2018	06			21,1	76					46						
27/06/2018	07			23,4	69					53						
27/06/2018	08			27,2	55					84						
27/06/2018	09			29,8	40					112						
27/06/2018	10			32,3	31					115						
27/06/2018	11			34,7	26					119						
27/06/2018	12			36	26					128						
27/06/2018	13			37,8	24					134						
27/06/2018	14			39,3	24					138						
27/06/2018	15			39,8	23					141						
27/06/2018	16			39,8	22					142						
27/06/2018	17			39,6	23					140						
27/06/2018	18			36,6	26					130						
27/06/2018	19			31	41					114						
27/06/2018	20			27,2	54					105						
27/06/2018	21			25,1	68					93						
27/06/2018	22			23,9	74					105						
27/06/2018	23			23,5	76					105						
28/06/2018	00			23,1	77					98						
28/06/2018	01			22,3	79					77						
28/06/2018	02			21,5	82					68						
28/06/2018	03			20,5	84					52						
28/06/2018	04			20,4	83					53						
28/06/2018	05			20	82					45						
28/06/2018	06			20,9	81					43						
28/06/2018	07			23,8	69					61						
28/06/2018	08			26,5	59					73						
28/06/2018	09			28,7	51					96						
28/06/2018	10			31,5	41					112						
28/06/2018	11			33,7	35					123						
28/06/2018	12			34,9	35					131						
28/06/2018	13			35,6	35					122						
28/06/2018	14			34,5	36					127						
28/06/2018	15			33,7	36					118						
28/06/2018	16			31,6	46					123						
28/06/2018	17			30,2	48					120						
28/06/2018	18			27,1	63					116						
28/06/2018	19			24,9	76					104						
28/06/2018	20			24,1	78					103						
28/06/2018	21			23,6	80					98						
28/06/2018	22			23,3	81					92						
28/06/2018	23			23,3	81					84						
29/06/2018	00			23	82					80						
29/06/2018	01			23,1	82					69						
29/06/2018	02			22,8	83					74						
29/06/2018	03			22,7	85					74						
29/06/2018	04			22,6	86					79						
29/06/2018	05			22,9	83					77						
29/06/2018	06			23,4	82					71						
29/06/2018	07			24,4	77					79						
29/06/2018	08			25,3	71					95						
29/06/2018	09			26,7	63					100						
29/06/2018	10			28,4	53					109						
29/06/2018	11			30,8	40					114						
29/06/2018	12			32,6	40					114						
29/06/2018	13			32,2	44					115						
29/06/2018	14			32,1	43					119						
29/06/2018	15			31,8	42					127						
29/06/2018	16			31,2	42					130						
29/06/2018	17			30,5	45					124						
29/06/2018	18			29,2	51					116						
29/06/2018	19			27,4	59					110						
29/06/2018	20			25,2	66					109						
29/06/2018	21			24,3	73					103						
29/06/2018	22			23,8	75					94						
29/06/2018	23			23,7	75					95						
30/06/2018	00			23,3	76					93						
30/06/2018	01			22,5	79					91						
30/06/2018	02			21,3	85					65						
30/06/2018	03			21,2	87					59						
30/06/2018	04			20,4	87					54						
30/06/2018	05			20,5	87					52						
30/06/2018	06			21,8	85					55						
30/06/2018	07			24,1	79					89						
30/06/2018	08			25,4	72					89						
30/06/2018	09			26,7	65					94						
30/06/2018	10			28,2	57					111						
30/06/2018	11			31,5	44					119						
30/06/2018	12			32	41					116						
30/06/2018	13			33	37					113						
30/06/2018	14			32,9	37					116						
30/06/2018	15			34,2	34					119						
30/06/2018	16			33,9	35					117						
30/06/2018	17			33	39					114						
30/06/2018	18			30,5	51					114						
30/06/2018	19			28,1	59					112						
30/06/2018	20			25,5	69					108						
30/06/2018	21			24,4	71					101						
30/06/2018	22			24	73					91						
30/06/2018	23			22,8	80					80						
01/07/2018	00			22,4	82					70						
01/07/2018	01			22	81					66						
01/07/2018	02			21,6	83					68						
01/07/2018	03			21,6	84					68						
01/07/2018	04			20,7	87					53						
01/07/2018	05			20,1	89					45						
01/07/2018	06			20,3	88					34						
01/07/2018	07			23,2	79					57						
01/07/2018	08			25,9	66					75						
01/07/2018	09			28,9	50					89						
01/07/2018	10			31,6	37					87						
01/07/2018	11			34,6	31					87						
01/07/2018	12			35,4	34					102						
01/07/2018	13			35,4	38					106						
01/07/2018	14			35,4	38					120						
01/07/2018	15			36,1	37					114						
01/07/2018	16			36,3	36					113						
01/07/2018	17			36,7	35					112						
01/07/2018	18			35	39					110						
01/07/2018	19			31,2	49					105						
01/07/2018	20			26,9	60					97						
01/07/2018	21			24,9	69					96						
01/07/2018	22			24,4	69					96						
01/07/2018	23			23,9	71					88						
02/07/2018	00			22,7	75					72						
02/07/2018	01			21,9	79					57						
02/07/2018	02			21,4	81					50						
02/07/2018	03			20,5	82					46						
02/07/2018	04			21,1	68					51						
02/07/2018	05			21,4	59					50						
02/07/2018	06			22,3	55					51						
02/07/2018	07			24,9	46					63						
02/07/2018	08			28,9	34					81						
02/07/2018	09			30,5	31					96						
02/07/2018	10			31,9	28					96						
02/07/2018	11			33,4	26					101						
02/07/2018	12			35	23					103						
02/07/2018	13			38,1	18					110						
02/07/2018	14			38,4	21					119						
02/07/2018	15			38	22					119						
02/07/2018	16			37,9	22					123						
02/07/2018	17			39,1	19					127						
02/07/2018	18			38,7	19					125						
02/07/2018	19			35,5	25					119						
02/07/2018	20			31	33					112						
02/07/2018	21			28,6	38					95						
02/07/2018	22			27,5	40					93						
02/07/2018	23			26,7	43					83						
03/07/2018	00			25,7	44					90						
03/07/2018	01			24,3	50					71						
03/07/2018	02			22,9	54					69						
03/07/2018	03			21,7	59					57						
03/07/2018	04			21,1	63					52						
03/07/2018	05			19,7	70					32						
03/07/2018	06			20,7	66					28						
03/07/2018	07			24	55					45						
03/07/2018	08			28,3	37					77						
03/07/2018	09			30,9	30					108						
03/07/2018	10			31,2	29					114						
03/07/2018	11			33,8	29					136						
03/07/2018	12			36,1	28					136						
03/07/2018	13			37,4	24					124						
03/07/2018	14			38	24					123						
03/07/2018	15			37,2	31					129						
03/07/2018	16			35,1	37					130						
03/07/2018	17			34,2	37					132						
03/07/2018	18			33,4	37					134						
03/07/2018	19			31,5	45					119						
03/07/2018	20			27,2	58					115						
03/07/2018	21			25,4	69					112						
03/07/2018	22			24,6	73					101						
03/07/2018	23			23,7	82					92						
04/07/2018	00			23	85					77						
04/07/2018	01			22,7	86					79						
04/07/2018	02			21,6	89					63						
04/07/2018	03			21,6	88					55						
04/07/2018	04			22,1	86					55						
04/07/2018	05			22,4	86					47						
04/07/2018	06			22,5	84					39						
04/07/2018	07			23,9	76					66						
04/07/2018	08			25,6	70					83						
04/07/2018	09			27,5	61					96						
04/07/2018	10			31,4	44					113						
04/07/2018	11			33,9	30					115						
04/07/2018	12			35,8	29					128						
04/07/2018	13			36,3	35					132						
04/07/2018	14			37,3	30					134						
04/07/2018	15			37	32					126						
04/07/2018	16			37,2	32					127						
04/07/2018	17			39,3	26					129						
04/07/2018	18			36,2	30					133						
04/07/2018	19			33,7	32					125						
04/07/2018	20			30,1	41					111						
04/07/2018	21			28,9	45					91						
04/07/2018	22			29,2	30					104						
04/07/2018	23			28,5	26					100						
05/07/2018	00			26,4	29					91						
05/07/2018	01			24,8	31					89						
05/07/2018	02			24,1	33					91						
05/07/2018	03			23,2	36					86						
05/07/2018	04			22,2	40					84						
05/07/2018	05			21,5	43					77						
05/07/2018	06			22,7	42					76						
05/07/2018	07			25,4	37					77						
05/07/2018	08			27,9	30					91						
05/07/2018	09			30,2	26					107						
05/07/2018	10			31,5	24					107						
05/07/2018	11			33,5	22					113						
05/07/2018	12			34	21					121						
05/07/2018	13			33,8	32					132						
05/07/2018	14			33,2	37					128						
05/07/2018	15			33,5	34					125						
05/07/2018	16			33,5	35					126						
05/07/2018	17			32,2	44					122						
05/07/2018	18			31,5	48					121						
05/07/2018	19			29,8	52					118						
05/07/2018	20			27,1	60					110						
05/07/2018	21			25,6	68					103						
05/07/2018	22			24,7	78					92						
05/07/2018	23			23,9	85					91						
06/07/2018	00			23,4	85					80						
07/07/2018	01			23,6	85					72						
07/07/2018	02			23,1	85					62						
07/07/2018	03			22,7	85					53						
07/07/2018	04			21,9	83					45						
07/07/2018	05			21,1	84					43						
07/07/2018	06			22,4	80					45						
07/07/2018	07			23,9	77					61						
07/07/2018	08			25,5	70					82						
07/07/2018	09			28,4	57					95						
07/07/2018	10			29,4	53					101						
07/07/2018	11			31,2	46					108						
07/07/2018	12			32,4	43					107						
07/07/2018	13			33,4	42					111						
07/07/2018	14			32,2	45					112						
07/07/2018	15			31,5	46					113						
07/07/2018	16			30,8	50					106						
07/07/2018	17			30,2	50					105						
07/07/2018	18			30,5	44					107						
07/07/2018	19			28,4	54					103						
07/07/2018	20			26,3	63					95						
07/07/2018	21			25,1	69					91						
07/07/2018	22			24,3	75					86						
07/07/2018	23			23,2	77					77						
08/07/2018	00			23	81					81						
08/07/2018	01			22,4	87					70						
08/07/2018	02			21,3	86					55						
08/07/2018	03			21,3	86					54						
08/07/2018	04			20,7	88					48						
08/07/2018	05			20,9	88					47						
08/07/2018	06			20,8	87					37						
08/07/2018	07			23	81					52						
08/07/2018	08			25,6	72					78						
08/07/2018	09			28,1	60					93						
08/07/2018	10			31	50					100						
08/07/2018	11			33,1	40					109						
08/07/2018	12			33,8	37					113						
08/07/2018	13			34,3	33					116						
08/07/2018	14			34,6	29					115						
08/07/2018	15			35,1	27					113						
08/07/2018	16			34,3	28					117						
08/07/2018	17			34,2	31					111						
08/07/2018	18			32,6	42					112						
08/07/2018	19			30,4	51					109						
08/07/2018	20			27,6	59					105						
08/07/2018	21			25,9	65					86						
08/07/2018	22			24,7	73					83						
08/07/2018	23			24	79					77						
09/07/2018	00			23,1	81					66						
09/07/2018	01			22,2	84					58						
09/07/2018	02			21,4	85					48						
09/07/2018	03			20,8	85					38						
09/07/2018	04			20	85					35						
09/07/2018	05			19,6	88					41						
09/07/2018	06			20,5	84					34						
09/07/2018	07			23,8	70					47						
09/07/2018	08			26,8	56					68						
09/07/2018	09			30,3	41					97						
09/07/2018	10			34,3	28					110						
09/07/2018	11			37,4	22					113						
09/07/2018	12			38,5	23					133						
09/07/2018	13			39,1	22					133						
09/07/2018	14			39,8	21					137						
09/07/2018	15			39,7	19					127						
09/07/2018	16			39,8	16					121						
09/07/2018	17			38,8	16					120						
09/07/2018	18			37,1	17					121						
09/07/2018	19			33,9	18					106						
09/07/2018	20			30,1	42					101						
09/07/2018	21			26,4	64					105						
09/07/2018	22			25,6	69					110						
09/07/2018	23			25,1	71					96						
10/07/2018	00			24,8	72					90						
10/07/2018	01			23,9	75					80						
10/07/2018	02			22,9	78					68						
10/07/2018	03			22,6	79					70						
10/07/2018	04			21,4	83					51						
10/07/2018	05			20,6	86					36						
10/07/2018	06			21,1	82					27						
10/07/2018	07			23,5	67					60						
10/07/2018	08			27,5	54					76						
10/07/2018	09			29,8	45					108						
10/07/2018	12			38,4	23					131						
10/07/2018	13			37,7	27					142						
10/07/2018	14			38,6	27					131						
10/07/2018	15			39,4	25					136						
10/07/2018	16			39,8	23					134						
10/07/2018	17			38,5	26					131						
10/07/2018	18			33	39					139						
10/07/2018	19			30,5	49					127						
10/07/2018	20			27,9	60					119						
10/07/2018	21			26,7	62					128						
10/07/2018	22			25,7	71					113						
10/07/2018	23			24,4	86					88						
11/07/2018	00			24,1	87					89						
11/07/2018	01			24,1	86					93						
11/07/2018	02			23,9	83					67						
11/07/2018	03			23,5	86					66						
11/07/2018	04			23,2	87					65						
11/07/2018	05			22,4	88					41						
11/07/2018	06			22,2	88					28						
11/07/2018	07			25,1	77					59						
11/07/2018	08			28	62					81						
11/07/2018	09			30,2	51					113						
11/07/2018	10			32,7	44					117						
11/07/2018	11			33,6	41					129						
11/07/2018	12			33,7	41					140						
11/07/2018	13			35,7	38					128						
11/07/2018	14			35,7	41					115						
11/07/2018	15			34,7	45					109						
11/07/2018	16			33	51					109						
11/07/2018	17			27,9	67					94						
11/07/2018	18			29	68					95						
11/07/2018	19			26,6	78					82						
11/07/2018	20			25,3	83					81						
11/07/2018	21			24,8	86					81						
11/07/2018	22			24,7	88					80						
11/07/2018	23			24,8	85					82						
12/07/2018	00			24,6	84					79						
12/07/2018	01			23,8	87					71						
12/07/2018	02			23,5	90					73						
12/07/2018	03			23,3	91					68						
12/07/2018	04			23,1	91					68						
12/07/2018	05			22,9	90					40						
12/07/2018	06			23,3	90					47						
12/07/2018	07			24,8	84					57						
12/07/2018	08			26	77					77						
12/07/2018	09			29,1	61					98						
12/07/2018	10			29,4	57					114						
12/07/2018	11			30,9	51					115						
12/07/2018	12			33,4	44					121						
12/07/2018	13			35,2	39					126						
12/07/2018	14			35,9	41					122						
12/07/2018	15			34,6	43					116						
12/07/2018	16			33,4	45					118						
12/07/2018	17			32,6	46					118						
12/07/2018	18			31	52					109						
12/07/2018	19			29,3	58					113						
12/07/2018	20			26,7	67					105						
12/07/2018	21			25,8	69					100						
12/07/2018	22			25,3	73					99						
12/07/2018	23			24,4	77					86						
13/07/2018	00			23,8	79					70						
13/07/2018	01			23,7	78					72						
13/07/2018	02			24,1	80					76						
13/07/2018	03			23,5	82					63						
13/07/2018	04			23,1	82					49						
13/07/2018	05			23,1	83					47						
13/07/2018	06			23,6	82					49						
13/07/2018	07			24,2	82					55						
13/07/2018	08			24,4	88					53						
13/07/2018	09			27,6	73					92						
13/07/2018	10			28,3	66					99						
13/07/2018	11			29,8	58					106						
13/07/2018	12			30,1	55					108						
13/07/2018	13			30,9	53					108						
13/07/2018	14			32,2	48					104						
13/07/2018	15			32	46					106						
13/07/2018	16			31,3	48					105						
13/07/2018	17			31,6	47					103						
13/07/2018	18			30,1	56					100						
13/07/2018	19			27,5	67					96						
13/07/2018	20			25,7	75					92						
13/07/2018	21			24,8	79					86						
13/07/2018	22			24,4	81					82						
13/07/2018	23			24	83					73						
14/07/2018	00			23,3	83					57						
14/07/2018	01			22,4	84					45						
14/07/2018	02			22	87					52						
14/07/2018	03			22,2	90					56						
14/07/2018	04			21,7	91					44						
14/07/2018	05			21	91					30						
14/07/2018	06			21,2	90					30						
14/07/2018	07			23,9	80					45						
14/07/2018	08			27,2	67					69						
14/07/2018	09			30,2	54					95						
14/07/2018	10			32,7	40					101						
14/07/2018	11			35,1	28					105						
14/07/2018	12			38,1	21					117						
14/07/2018	13			38,9	29					120						
14/07/2018	14			39,2	29					121						
14/07/2018	15			39,3	31					123						
14/07/2018	16			39,6	31					123						
14/07/2018	17			39,8	29					122						
14/07/2018	18			38,1	31					126						
14/07/2018	19			34,1	44					111						
14/07/2018	20			28,8	68					94						
14/07/2018	21			27,4	74					96						
14/07/2018	22			26,8	75					89						
14/07/2018	23			26,1	78					76						
15/07/2018	00			25,4	79					76						
15/07/2018	01			24,4	83					60						
15/07/2018	02			23,6	86					52						
15/07/2018	03			23,1	87					43						
15/07/2018	04			22	87					38						
15/07/2018	05			21,5	88					34						
15/07/2018	06			21,8	87					33						
15/07/2018	07			24,3	77					44						
15/07/2018	08			28,3	52					69						
15/07/2018	09			32,8	30					94						
15/07/2018	10			34,9	24					101						
15/07/2018	11			36,7	20					108						
15/07/2018	12			39,3	17					105						
15/07/2018	13			39,5	14					111						
15/07/2018	14			39,3	18					117						
15/07/2018	15			37,4	21					112						
15/07/2018	16			38,2	25					113						
15/07/2018	17			39,7	20					105						
15/07/2018	18			38,2	19					106						
15/07/2018	19			34,1	27					110						
15/07/2018	20			31,5	31					100						
15/07/2018	21			29,5	39					95						
15/07/2018	22			27,8	43					78						
15/07/2018	23			26,3	51					69						
16/07/2018	00			27	34					78						
16/07/2018	01			27	28					82						
16/07/2018	02			26,3	32					82						
16/07/2018	03			25,7	33					80						
16/07/2018	04			25	35					78						
16/07/2018	05			24,5	35					76						
16/07/2018	06			24,3	38					77						
16/07/2018	07			25,9	35					86						
16/07/2018	08			27,7	32					85						
16/07/2018	09			28,8	30					92						
16/07/2018	10			30,2	27					100						
16/07/2018	11			32	23					108						
16/07/2018	12			33,1	21					104						
16/07/2018	13			34,4	19					103						
16/07/2018	14			35,3	18					112						
16/07/2018	15			37	16					115						
16/07/2018	16			37,4	15					118						
16/07/2018	17			37,5	14					122						
16/07/2018	18			38,3	14					121						
16/07/2018	19			34,6	24					127						
16/07/2018	20			30,3	30					112						
16/07/2018	21			28,6	33					102						
16/07/2018	22			26,8	38					88						
16/07/2018	23			25,4	41					73						
17/07/2018	00			23,9	47					66						
17/07/2018	01			23,2	57					64						
17/07/2018	02			22,3	55					62						
17/07/2018	03			22,2	57					63						
17/07/2018	04			21,5	62					61						
17/07/2018	05			21,2	61					57						
17/07/2018	06			22,3	58					59						
17/07/2018	07			24,1	55					60						
17/07/2018	08			27,7	53					89						
17/07/2018	09			30,5	46					113						
17/07/2018	10			32,6	37					115						
17/07/2018	11			33,6	37					119						
17/07/2018	12			33,9	41					116						
17/07/2018	13			33,2	44					119						
17/07/2018	14			33,2	44					118						
17/07/2018	15			33,7	41					115						
17/07/2018	16			34,2	40					114						
17/07/2018	17			35	36					116						
17/07/2018	18			34,4	31					117						
17/07/2018	19			31,6	43					114						
17/07/2018	20			27,3	63					99						
17/07/2018	21			26	71					96						
17/07/2018	22			25	78					93						
17/07/2018	23			24,3	81					78						
18/07/2018	00			23,6	82					70						
18/07/2018	01			23,2	84					64						
18/07/2018	02			23,1	86					60						
18/07/2018	03			22,6	87					53						
18/07/2018	04			21,8	89					39						
18/07/2018	05			21,7	88					41						
18/07/2018	06			22,2	86					29						
18/07/2018	07			24,1	80					48						
18/07/2018	08			25,4	73					86						
18/07/2018	09			27,1	64					98						
18/07/2018	10			30,1	51					114						
18/07/2018	11			33	38					112						
18/07/2018	12			35,3	33					114						
18/07/2018	13			34,7	38					126						
18/07/2018	14			35,1	35					125						
18/07/2018	15			34,6	35					127						
18/07/2018	16			33,8	34					124						
18/07/2018	17			33,6	36					122						
18/07/2018	18			33	38					123						
18/07/2018	19			31,7	41					115						
18/07/2018	20			28,6	49					105						
18/07/2018	21			27,1	61					103						
18/07/2018	22			25,4	73					102						
18/07/2018	23			24,8	78					100						
19/07/2018	00			24	81					93						
19/07/2018	01			22,9	83					73						
19/07/2018	02			22,3	83					66						
19/07/2018	03			22,7	80					62						
19/07/2018	04			21,8	77					60						
19/07/2018	05			20,9	76					55						
19/07/2018	06			21,3	76					51						
19/07/2018	07			24,1	68					65						
19/07/2018	08			27,4	62					90						
19/07/2018	09			30,8	52					108						
19/07/2018	10			33,4	42					108						
19/07/2018	11			34,9	38					124						
19/07/2018	12			36,4	37					129						
19/07/2018	13			37,4	36					129						
19/07/2018	14			37,4	35					125						
19/07/2018	15			36,2	36					131						
19/07/2018	16			37,2	32					130						
19/07/2018	17			38,2	30					123						
19/07/2018	18			35,7	37					119						
19/07/2018	19			30	60					107						
19/07/2018	20			26,9	73					97						
19/07/2018	21			25,4	81					100						
19/07/2018	22			24,8	85					100						
19/07/2018	23			24,6	84					100						
20/07/2018	00			24,5	84					99						
20/07/2018	01			24,3	85					100						
20/07/2018	02			24,4	83					100						
20/07/2018	03			24,2	83					91						
20/07/2018	04			24,1	83					89						
20/07/2018	05			23,8	83					83						
20/07/2018	06			24	82					67						
20/07/2018	07			25,1	77					82						
20/07/2018	08			27,9	66					92						
20/07/2018	09			28,9	61					96						
20/07/2018	10			30,9	51					104						
20/07/2018	11			34,3	31					109						
20/07/2018	12			36,8	28					116						
20/07/2018	13			36,1	37					129						
20/07/2018	14			35,3	42					124						
20/07/2018	15			35,6	42					122						
20/07/2018	16			34,9	45					120						
20/07/2018	17			35,1	44					117						
20/07/2018	18			32,9	50					117						
20/07/2018	19			29	63					110						
20/07/2018	20			26,7	71					103						
20/07/2018	21			25,7	78					96						
20/07/2018	22			25,1	80					84						
20/07/2018	23			24,5	85					88						
